"Área de Ponderação","Cód. UF","UF","Cod_meso","Mesorregião","Cód. Microrregião","Microrregião","Cód_RM","Região Metropolitana","Cód. Município","Município","Domicílios particulares permanentes-DPP","DPP SEM banheiro de uso exclusivo dos moradores e NEM sanitário","DPP com lixo coletado em caçamba de serviço de limpeza","DPP com lixo queimado na propriedade","DPP com lixo enterrado na propriedade","DPP com lixo jogado em terreno baldio ou logradouro","DPP com lixo jogado em rio, lago ou mar","DPP SEM energia elétrica","DPP do tipo casa próprios e em aquisição","DPP do tipo casa alugados","DPP do tipo casa cedidos por empregador","DPP com outra forma de destino do lixo e outra forma de abastecimento de água","Moradores em DPP próprios e em aquisição","Moradores em DPP alugados","Moradores em DPP cedidos por empregador","Moradores em DPP com outra condição de ocupação (não são próprios, alugados, nem cedidos)","Moradores em DPP SEM banheiro de uso exclusivo dos moradores e NEM sanitário","Moradores em DPP SEM energia elétrica","Pessoas responsáveis, do sexo feminino","Pessoas responsáveis, do sexo masculino","Pessoas Residentes","Pessoas Residentes e cor ou raça - branca","Pessoas Residentes e cor ou raça - preta","Pessoas Residentes e cor ou raça - amarela","Pessoas Residentes e cor ou raça - parda","Pessoas Residentes e cor ou raça - indígena","Pessoas residentes em  DPP","Responsáveis pelos domicílios particulares","Cônjuges ou companheiros(as) em domi. partic.","Filhos(as) do responsável e do cônjuge em domi. partic.","Filhos(as) somente do responsável em domi. partic.","Enteados(as) em domi. partic.","Genros ou noras em domi. partic.","Pais, mães, padrastos ou madrastas em domi. partic.","Sogros (as) em domi. partic.","Netos(as) em domi. partic.","Bisnetos(as) em domi. partic.","Irmãos ou irmãs em domi. partic.","Avôs ou avós em domi. partic.","Outros parentes em domi. partic.","Agregados(as) em  domi. partic.","Conviventes em domi. partic.","Total de domicílios particulares improvisados","Total do rendimento nominal mensal dos domi. partic.","Total do rendimento nominal mensal dos domi. partic. improvisados","Domicílios particulares sem rendimento nominal mensal domiciliar per capita","DPP alugados – Não existe iluminação pública","DPP alugados – Não existe pavimentação","DPP próprios – Existe esgoto a céu aberto","DPP alugados – Existe esgoto a céu aberto","DPP que não tinham banheiro ou sanitário – Não existe iluminação pública","DPP que não tinham banheiro ou sanitário – Não existe pavimentação","DPP que não tinham banheiro ou sanitário – Não existe calçada","DPP que não tinham banheiro ou sanitário – Não existe meio-fio/guia","DPP que não tinham banheiro ou sanitário – Não existe bueiro/boca-de-lobo","DPP que não tinham banheiro ou sanitário – Não existe rampa para cadeirante","DPP que não tinham banheiro ou sanitário – Não existe arborização","DPP que não tinham banheiro ou sanitário – Existe esgoto a céu aberto","DPP que não tinham banheiro ou sanitário – Existe lixo acumulado nos logradouros","DPP com moradia adequada – Existe identificação do logradouro","DPP com moradia adequada – Não existe identificação do logradouro","DPP com moradia semi-adequada – Existe identificação do logradouro","DPP com moradia semi-adequada – Não existe identificação do logradouro","DPP com moradia inadequada –  Existe identificação do logradouro","DPP com moradia inadequada – Não existe identificação do logradouro","Moradia Adequada_V202eV203","Moradia Semi-Adequada_V204eV205","Moradia Inadequada_V206eV207","DOMICILIOS PRECARIOS","COABITACAO","ONUS EXCESSIVO","ADENSAMENTO","DEFICIT TOTAL"
"3550308005076","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15919","2","182","0","0","5","0","5","318","3551","60","0","2294","12409","218","159","3","12","7129","8796","50191","35669","3608","1491","9385","38","50074","15924","9417","11032","5657","515","555","1470","262","2124","58","1427","67","1179","145","211","5","47585829","6260","652","31","17","35","15","0","0","0","0","2","2","0","0","0","14819","1014","64","22","0","0","15833","86","0","56","1064","898","272","2291"
"3550308005077","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13789","2","462","0","0","3","0","5","116","2387","38","0","3074","9561","211","321","6","16","5519","8278","41765","32763","1510","2097","5347","48","41606","13797","8506","9166","4428","368","383","1033","249","1313","38","943","36","919","50","301","8","59961491","10532","621","17","0","154","16","0","0","0","0","1","2","1","0","0","12391","1036","326","36","0","0","13427","362","0","35","644","534","247","1460"
"3550308005078","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13326","2","272","1","0","0","0","1","219","3173","59","0","1605","11182","243","153","6","1","5580","7751","41516","30052","1968","3876","5590","30","41288","13330","7939","9184","4062","323","494","1298","298","1573","49","1194","69","1115","104","209","4","42848827","5200","798","3","1","32","6","0","0","0","0","1","2","1","0","0","12304","822","158","8","0","0","13126","166","0","23","875","652","171","1721"
"3550308005079","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14687","4","19","0","1","4","0","7","152","3409","69","0","1718","12575","247","156","8","18","6144","8550","46940","33742","2439","606","10136","17","46904","14694","9067","10434","5752","373","579","1025","245","2143","67","1124","63","1097","81","134","7","39151372","7420","848","13","7","60","33","0","0","0","0","1","4","1","0","0","13832","380","317","0","0","0","14212","317","0","0","1108","693","391","2192"
"3550308005080","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14196","0","51","0","0","1","0","0","235","2431","59","0","3263","9055","219","83","0","0","5578","8624","43896","34728","1640","1020","6480","28","43870","14201","9006","10262","4457","357","452","1050","223","1652","43","955","42","889","119","148","5","43862567","4120","536","4","9","15","6","0","0","0","0","0","0","0","0","0","13496","368","99","2","0","0","13864","101","0","23","800","442","174","1439"
"3550308005081","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9329","5","6","0","0","0","0","1","139","2285","42","0","1029","7645","145","55","10","3","3634","5702","28503","21858","1162","904","4569","10","28468","9336","5783","6447","2695","261","298","718","152","1121","39","741","24","679","58","112","7","26346404","8040","500","5","1","42","7","0","0","0","0","1","5","1","0","0","8061","878","94","2","0","0","8939","96","0","51","755","444","157","1408"
"3550308005082","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9652","2","2","0","0","0","0","1","101","3100","32","0","475","11059","135","87","7","2","3654","6001","29414","22918","1085","490","4911","10","29301","9655","5887","6808","2791","239","279","711","180","1018","27","790","42","684","37","145","3","26999936","1000","561","1","4","7","3","0","0","0","0","1","2","0","0","0","8136","909","594","13","0","0","9045","607","0","0","557","900","377","1833"
"3550308005083","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12430","0","410","0","1","1","0","1","151","2948","23","0","3599","10576","145","235","0","4","5562","6868","36746","28778","1146","716","6097","9","36710","12430","7463","7950","3663","278","318","1039","196","1105","30","1019","49","802","77","234","0","40326648","0","723","0","11","283","65","0","0","0","0","0","0","0","0","0","11154","640","292","2","0","0","11794","294","0","0","811","775","277","1863"
"3550308005084","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15000","4","2149","2","1","2","0","4","108","2679","42","0","7715","12045","250","1957","13","12","7121","7897","45048","30498","2252","876","11380","42","44913","15016","8567","9220","4921","541","298","1247","183","1214","32","1566","30","1453","119","440","16","52311559","19357","813","70","44","178","60","0","0","0","1","1","3","1","0","2","11491","1036","152","24","0","0","12527","176","0","167","747","714","248","1875"
"3550308005085","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15380","1","802","1","0","0","0","1","212","3813","66","0","4567","13986","270","83","4","2","7073","8316","44153","33761","1751","1537","7075","29","44087","15385","9000","8617","4371","306","376","1490","236","1291","51","1331","84","1188","52","263","5","54333636","8209","541","230","6","33","6","0","0","0","0","1","1","0","0","0","14409","894","73","4","0","0","15303","77","0","19","874","1090","249","2231"
"3550308005086","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13477","12","1764","0","0","9","0","3","67","3005","12","0","4007","11006","54","146","23","7","6217","7280","45770","22945","2772","209","19789","55","45700","13497","8559","10877","5647","696","394","864","83","1663","25","1534","35","1414","130","311","20","21965790","21366","704","72","2","3","1","1","0","0","1","2","2","1","0","1","3578","626","219","30","0","0","4204","249","0","30","967","928","435","2361"
"3550308005087","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11537","1","959","0","0","1","0","3","206","2532","26","0","2425","9299","117","78","1","4","4737","6800","35461","25423","1732","790","7464","52","35449","11537","7451","8294","3462","476","317","801","186","1125","34","792","23","673","94","151","0","35776879","0","316","95","16","29","30","0","0","0","0","0","1","1","0","0","10191","368","351","126","0","0","10559","477","0","0","768","733","216","1717"
"3550308005088","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8996","0","857","0","0","0","0","1","78","1818","36","0","2940","6859","148","563","0","5","4065","4932","28355","18714","1748","802","7072","19","28352","8997","5462","6359","3447","227","263","684","125","1065","22","786","30","643","32","176","1","24822657","3010","648","2","3","188","91","0","0","0","0","0","0","0","0","0","7938","218","346","40","0","0","8156","386","0","23","634","415","175","1247"
"3550308005089","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13058","5","613","1","0","1","6","3","329","1749","16","1","7001","7982","121","701","6","9","6398","6660","40935","24342","3213","690","12651","39","40931","13058","7977","9245","4738","532","297","1202","136","1263","22","1289","50","834","45","230","0","35256672","0","704","3","1","98","29","0","0","0","0","1","3","0","0","0","10352","442","916","11","1","0","10794","927","1","132","701","498","104","1435"
"3550308005090","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8794","5","232","0","0","0","7","10","148","1469","25","1","3054","5749","99","397","14","33","3671","5124","27364","20200","1030","610","5498","26","27363","8795","5807","6691","2619","316","208","677","116","774","21","639","22","506","27","122","1","30512781","1300","403","23","6","42","43","0","0","0","0","1","2","0","0","0","7666","414","220","50","0","0","8080","270","0","62","544","341","209","1155"
"3550308005091","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14132","5","85","0","0","0","0","1","131","3930","62","0","1729","15410","275","888","10","1","6226","7922","45840","27278","3280","2039","13210","33","45733","14148","8261","9927","5594","387","578","1185","218","2018","77","1389","51","1448","127","305","16","37973139","37490","569","10","5","203","175","0","0","0","0","4","5","2","0","0","13043","321","426","28","0","0","13364","454","0","85","1215","1101","523","2924"
"3550308005092","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8253","0","748","0","0","0","2","0","51","841","15","0","2526","5366","277","110","0","0","3911","4345","22325","15753","672","3702","2192","6","22274","8256","4647","4509","1861","146","109","674","91","404","10","626","16","483","46","332","3","53530661","2000","266","0","0","547","89","0","0","0","0","0","0","0","0","0","8136","10","106","1","0","0","8146","107","0","0","269","184","45","499"
"3550308005093","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13322","0","198","0","0","0","0","2","140","2235","39","0","2412","10088","282","250","0","2","5970","7360","37553","25628","1976","4230","5687","32","37382","13329","7430","7309","3455","298","298","1144","186","1072","40","1129","61","969","114","487","7","64806770","11860","500","1","0","57","18","0","0","0","0","0","0","0","0","0","12341","558","103","2","0","0","12899","105","0","21","606","355","194","1175"
"3550308005094","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9361","0","246","0","0","2","0","0","160","1060","24","0","1023","5414","191","100","0","0","4163","5202","26925","21587","725","2201","2348","27","26814","9361","5293","5342","2525","183","261","788","150","766","16","718","28","569","103","350","3","57571140","3190","808","0","0","1","0","0","0","0","0","0","0","0","0","0","8682","225","43","1","0","0","8907","44","0","12","472","201","76","760"
"3550308005095","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10473","6","65","0","0","0","0","2","99","1782","37","0","2111","8386","228","294","13","5","4740","5738","31466","18679","2198","1743","8833","13","31396","10476","5982","6501","3625","372","302","721","107","1101","42","917","37","849","64","271","3","36119990","3850","501","10","0","48","23","0","0","1","1","1","2","0","1","2","8674","468","424","114","0","0","9142","538","0","34","605","448","186","1273"
"3550308005096","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10234","0","206","0","0","0","0","2","128","1053","31","0","2505","6453","294","410","0","4","4862","5377","28904","21828","1133","1129","4801","13","28810","10239","6127","6206","2707","235","207","703","109","738","37","593","39","537","59","224","5","69607557","4960","319","3","3","2","0","0","0","0","0","0","0","0","0","0","9057","387","266","2","0","0","9444","268","0","0","508","445","100","1053"
"3550308005097","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9603","4","1476","0","1","24","24","2","103","1528","36","48","1329","6307","192","1371","7","7","4652","4962","30463","16858","2261","925","10357","58","30417","9614","5327","6336","4028","283","263","714","113","1293","39","1026","36","893","66","381","11","27663322","15980","536","18","20","191","37","0","1","1","1","1","1","1","0","0","6368","234","742","89","0","1","6602","831","1","376","771","551","69","1767"
"3550308005098","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12499","0","422","1","0","1","0","1","37","77","7","0","1374","6830","633","98","0","2","5612","6887","28709","26094","242","1105","1253","15","28699","12499","6301","5332","1935","181","56","544","73","228","3","421","18","265","49","378","0","136719709","0","871","0","0","0","0","0","0","0","0","0","0","0","0","0","12466","0","33","0","0","0","12466","33","0","0","182","46","0","229"
"3550308005099","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8672","3","507","0","0","2","0","0","47","207","15","0","1011","4334","446","72","3","0","3803","4872","20623","18516","205","794","1096","12","20565","8672","4340","3796","1536","136","62","378","64","250","3","348","18","221","41","336","0","89677541","0","664","3","0","0","0","0","0","0","0","3","3","0","0","0","8569","57","39","3","0","0","8626","42","0","39","130","61","0","231"
"3550308005100","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14369","2","831","1","0","0","0","1","215","1267","63","1","2186","7156","647","759","4","7","6153","8227","39717","32475","1060","1813","4340","29","39434","14373","8032","7787","3809","266","261","934","153","945","15","767","51","610","188","878","4","107838733","14500","855","8","17","416","57","0","0","0","1","0","2","1","0","0","13544","75","333","2","1","0","13619","335","1","242","424","143","0","810"
"3550308005101","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9680","2","442","0","0","1","0","2","78","380","45","0","1862","3782","524","338","3","3","4010","5676","26035","22511","382","885","2248","9","25915","9682","5665","5530","2243","204","129","416","102","411","6","386","17","279","40","318","2","103334687","1300","813","6","2","129","7","0","2","2","2","2","2","2","2","2","9332","147","83","9","0","0","9479","92","0","58","234","17","0","309"
"3550308005102","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9382","0","100","0","0","0","1","0","16","276","25","0","1211","5496","348","86","0","0","4464","4921","20548","18641","249","623","1029","5","20499","9385","3917","2743","1669","92","78","437","59","259","14","463","13","274","53","734","3","78935168","3500","632","0","0","0","0","0","0","0","0","0","0","0","0","0","9230","126","25","0","0","0","9356","25","0","12","73","76","0","160"
"3550308005103","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10944","2","263","0","0","0","0","1","94","901","42","0","1997","5783","388","70","3","1","5095","5859","27624","24422","361","922","1895","11","27453","10952","5964","5282","2124","158","119","652","95","457","12","536","31","332","116","336","11","100799173","44864","660","13","8","0","0","0","0","0","0","0","2","0","0","1","10823","22","96","0","0","0","10845","96","0","21","132","162","9","323"
"3550308005104","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15448","6","1980","1","0","13","0","1","108","602","80","1","4533","5508","724","262","12","5","6223","9225","46957","36162","1884","1173","7284","403","46655","15444","9636","10515","4583","488","251","703","132","890","25","725","28","667","105","302","11","189313405","15500","1154","133","13","41","15","1","0","0","1","1","1","0","1","1","12928","95","208","1","1","0","13023","209","1","552","524","219","49","1344"
"3550308005105","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9379","0","261","0","0","0","0","4","178","1045","45","0","1319","5215","351","139","0","12","4113","5308","27284","21603","1182","1533","2934","32","25841","9384","4834","4759","2354","156","206","604","123","716","22","682","35","510","82","1044","5","61660595","6470","369","4","1","40","33","0","0","0","0","0","0","0","0","0","9126","71","78","1","0","0","9197","79","0","23","384","228","68","703"
"3550308005106","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15408","0","655","0","0","0","0","0","134","1075","56","0","1777","7112","579","97","0","0","6364","9048","43117","38262","860","1361","2615","19","42683","15411","9097","9035","3494","268","239","759","150","777","33","669","26","511","100","539","3","170039733","1615","921","0","0","31","7","0","0","0","0","0","0","0","0","0","15268","14","109","0","0","0","15282","109","0","0","343","184","113","640"
"3550308005107","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13589","3","329","0","0","0","0","6","51","1090","38","0","4797","6887","324","55","5","13","5248","8377","39485","32124","968","1550","4720","31","37852","13621","8473","8484","3211","268","229","686","180","673","16","617","33","597","101","501","32","115950354","34578","517","2","1","9","0","0","0","0","0","0","0","0","0","0","12597","372","63","6","0","0","12969","69","0","233","419","213","20","884"
"3550308005108","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","16254","5","1941","2","0","6","0","2","190","2162","55","0","8682","9293","279","955","10","7","7538","8719","49487","30480","2582","1802","14528","95","49418","16257","9672","10670","5747","507","378","1176","177","1473","34","1343","49","1228","77","586","3","59723486","4280","522","1","1","66","26","0","0","0","0","1","1","0","0","0","11149","733","601","1","0","0","11882","602","0","268","859","528","109","1765"
"3550308005109","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","7935","2","72","1","0","0","0","0","91","2135","112","0","1001","7046","368","166","2","0","3380","4558","24895","18185","1156","261","5277","16","24865","7938","4896","5575","2623","272","302","642","131","987","35","574","29","639","48","165","3","24364649","7400","469","12","10","102","34","0","0","0","0","0","2","0","0","0","6875","869","187","4","0","0","7744","191","0","46","639","273","206","1164"
"3550308005110","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","16076","3","140","1","0","0","0","1","245","3005","59","0","3135","10775","258","449","6","1","6971","9112","48887","37313","2208","705","8632","29","48804","16080","9904","10740","4942","506","533","1346","282","1599","41","1198","73","1090","107","286","4","58912281","4820","800","16","25","57","18","0","0","0","0","2","3","0","0","0","14741","149","726","48","0","0","14890","774","0","37","1112","652","181","1983"
"3550308005111","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10541","6","116","2","0","1","3","7","117","2479","52","2","571","8085","187","901","17","26","4688","5856","35956","19435","2197","186","14115","12","35875","10542","6879","9168","3737","517","384","871","107","1316","39","1055","42","970","90","123","4","19985116","3300","795","54","63","909","315","0","0","0","0","4","6","3","3","3","6661","850","1455","492","2","0","7511","1947","2","126","877","518","295","1816"
"3550308005112","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8811","2","191","0","0","7","0","2","148","1865","26","0","2044","6738","141","96","2","5","4033","4781","26713","19527","1181","246","5731","28","26688","8814","5185","5675","3030","325","241","725","122","965","34","685","37","603","36","183","3","28160054","8440","358","5","3","21","5","0","0","0","0","1","2","0","0","0","8297","155","159","6","0","0","8452","165","0","46","582","445","86","1159"
"3550308005113","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11323","0","87","1","0","0","0","4","450","1830","40","0","3959","6687","161","338","0","13","4399","6926","35280","24681","1870","615","8098","16","35231","11325","7257","8399","3842","511","309","624","139","1162","44","661","35","697","29","153","2","38380813","1300","408","20","16","225","61","0","0","0","0","0","0","0","0","0","10040","402","497","43","0","0","10442","540","0","26","532","430","179","1168"
"3550308005114","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11674","1","353","0","0","0","0","1","143","2560","49","0","607","8611","187","402","4","1","4988","6688","38688","23668","2472","302","12209","37","38683","11676","7136","8773","4802","485","490","867","158","1877","63","996","40","966","91","193","2","27403133","3000","828","17","36","137","34","0","0","0","0","1","1","0","0","0","9285","1323","411","211","0","0","10608","622","0","131","1269","475","218","2093"
"3550308005115","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11916","9","62","0","0","19","0","4","133","3147","68","0","792","10120","235","207","23","11","5036","6886","39066","22979","2621","210","13243","13","39043","11921","7383","9374","4701","480","421","701","156","1755","60","888","31","886","56","211","5","24699888","3392","815","27","11","128","16","0","0","0","0","6","7","4","0","1","9206","835","237","137","0","0","10041","374","0","38","897","783","392","2111"
"3550308005116","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14643","10","121","0","0","1","0","4","221","2853","38","0","3175","10666","196","133","35","6","6506","8142","44335","32414","2580","482","8828","31","44251","14646","8762","9828","4610","393","437","1243","204","1581","34","1146","47","987","80","203","3","50610534","1600","465","4","0","55","15","0","0","0","4","4","10","1","0","0","14163","57","184","0","0","0","14220","184","0","20","904","571","164","1658"
"3550308005117","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9815","1","279","0","0","0","0","2","156","2139","35","0","2925","8159","172","113","1","4","4191","5629","29985","23453","1229","442","4829","32","29879","9820","5997","6609","3392","281","271","683","151","1014","34","690","30","647","50","163","5","36803392","7210","418","0","0","28","18","0","0","0","0","0","1","0","0","0","9514","258","43","0","0","0","9772","43","0","24","562","485","174","1245"
"3550308005118","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10571","0","253","1","0","7","0","2","164","2865","25","0","846","9942","82","471","0","9","4620","5952","34431","21827","2751","284","9537","32","34430","10572","6489","7738","3957","359","391","878","183","1597","47","1013","29","854","126","171","1","26795346","500","487","36","2","160","23","0","0","0","0","0","0","0","0","0","9818","268","363","24","0","0","10086","387","0","0","1033","572","487","2092"
"3550308005119","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10086","2","488","1","0","0","0","4","154","2165","53","1","1497","7656","184","752","6","22","4517","5582","33541","20403","2841","272","10007","18","33505","10094","6281","7889","3775","299","393","941","144","1508","40","1064","46","838","85","95","8","24463443","9730","489","9","18","73","17","0","0","2","0","0","2","1","0","0","9602","95","265","20","1","0","9697","285","1","19","830","360","222","1430"
"3550308005120","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13937","3","1305","0","0","14","2","4","208","2963","33","0","2371","10544","127","3255","9","13","6816","7126","45973","24819","4759","388","15981","26","45953","13939","8204","10361","5968","630","416","1266","136","2038","63","1377","64","1118","78","281","2","30043805","5200","514","22","29","90","14","1","1","1","0","2","3","2","1","1","11378","1242","620","624","0","0","12620","1244","0","52","985","710","346","2093"
"3550308005121","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10511","1","75","0","0","0","0","1","102","2871","37","0","616","9582","127","892","1","2","4617","5897","34661","19222","3666","425","11310","38","34655","10514","6179","7493","4457","478","405","849","141","1690","70","1048","39","981","113","189","3","21317135","2550","698","5","3","125","46","0","0","0","0","1","1","1","0","0","9370","822","230","33","0","0","10192","263","0","0","984","844","487","2315"
"3550308005122","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14014","4","2131","0","0","344","6","4","159","2938","33","5","1008","9733","123","1987","10","11","6906","7111","48650","21942","4250","300","22128","30","48642","14017","8911","12206","5848","629","383","1421","157","1650","43","1829","60","1186","95","192","3","22132016","1300","1022","158","187","147","26","1","1","2","1","2","3","2","0","1","7978","1015","497","799","0","1","8993","1296","1","154","850","778","473","2254"
"3550308005123","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13365","24","450","0","0","277","0","7","48","2789","14","0","257","9790","59","855","76","25","6016","7359","46643","22077","5303","250","18959","54","46621","13375","8309","11346","6344","690","522","764","135","2478","68","1141","35","1112","101","214","10","22428469","13550","539","12","4","218","71","0","0","0","0","1","12","1","0","0","8684","1188","607","82","0","0","9872","689","0","68","1118","775","225","2186"
"3550308005124","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11665","5","40","0","0","0","0","0","186","2588","41","0","4464","9815","170","285","17","0","5159","6516","37893","24304","3992","671","8870","56","37866","11674","7035","8098","4586","418","451","995","160","1751","47","1119","51","1205","115","127","9","33497532","15230","562","29","9","407","22","0","0","0","0","0","5","1","0","0","10577","728","328","26","0","0","11305","354","0","22","947","541","180","1690"
"3550308005125","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12113","0","904","0","0","1","8","5","131","2336","37","0","3839","9379","174","119","0","17","5042","7072","39450","24155","3138","468","11652","37","39418","12114","7685","9357","4818","534","384","740","162","1464","49","927","33","887","70","176","1","32739567","100","417","22","19","517","203","0","0","0","0","0","0","0","0","0","9490","427","910","66","0","0","9917","976","0","125","732","767","195","1818"
"3550308005126","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10012","13","536","0","0","0","0","1","51","2228","28","1","481","8115","92","1701","39","1","4178","5839","35197","16934","3528","224","14450","61","35186","10017","6417","9005","4659","502","352","604","93","1438","46","941","33","881","42","153","5","16699794","3410","680","10","150","560","241","0","0","0","0","0","2","1","0","0","6924","306","522","54","0","0","7230","576","0","61","742","356","393","1552"
"3550308005127","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8760","12","1808","2","0","8","51","3","63","1395","24","17","2233","5421","82","463","31","10","3734","5025","30520","14106","2849","176","13317","42","30462","8755","5589","7477","4100","558","256","573","69","1314","18","782","32","749","62","131","1","15662675","0","569","123","18","246","106","3","0","3","3","4","4","3","0","0","6526","130","389","40","0","0","6656","429","0","466","815","454","130","1864"
"3550308005128","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13398","3","92","0","0","1","0","1","170","2933","44","0","3131","11195","181","146","5","1","5608","7799","41187","27265","3174","667","10055","26","41079","13402","7839","8647","5191","370","401","865","173","1673","63","1097","40","971","73","244","4","38896367","5400","731","6","0","156","32","0","0","0","0","0","2","1","0","0","12760","115","305","5","0","0","12875","310","0","24","959","868","229","2080"
