"Área de Ponderação","Cód. UF","UF","Cod_meso","Mesorregião","Cód. Microrregião","Microrregião","Cód_RM","Região Metropolitana","Cód. Município","Município","Domicílios particulares permanentes-DPP","DPP SEM banheiro de uso exclusivo dos moradores e NEM sanitário","DPP com lixo coletado em caçamba de serviço de limpeza","DPP com lixo queimado na propriedade","DPP com lixo enterrado na propriedade","DPP com lixo jogado em terreno baldio ou logradouro","DPP com lixo jogado em rio, lago ou mar","DPP SEM energia elétrica","DPP do tipo casa próprios e em aquisição","DPP do tipo casa alugados","DPP do tipo casa cedidos por empregador","DPP com outra forma de destino do lixo e outra forma de abastecimento de água","Moradores em DPP próprios e em aquisição","Moradores em DPP alugados","Moradores em DPP cedidos por empregador","Moradores em DPP com outra condição de ocupação (não são próprios, alugados, nem cedidos)","Moradores em DPP SEM banheiro de uso exclusivo dos moradores e NEM sanitário","Moradores em DPP SEM energia elétrica","Pessoas responsáveis, do sexo feminino","Pessoas responsáveis, do sexo masculino","Pessoas Residentes","Pessoas Residentes e cor ou raça - branca","Pessoas Residentes e cor ou raça - preta","Pessoas Residentes e cor ou raça - amarela","Pessoas Residentes e cor ou raça - parda","Pessoas Residentes e cor ou raça - indígena","Pessoas residentes em  DPP","Responsáveis pelos domicílios particulares","Cônjuges ou companheiros(as) em domi. partic.","Filhos(as) do responsável e do cônjuge em domi. partic.","Filhos(as) somente do responsável em domi. partic.","Enteados(as) em domi. partic.","Genros ou noras em domi. partic.","Pais, mães, padrastos ou madrastas em domi. partic.","Sogros (as) em domi. partic.","Netos(as) em domi. partic.","Bisnetos(as) em domi. partic.","Irmãos ou irmãs em domi. partic.","Avôs ou avós em domi. partic.","Outros parentes em domi. partic.","Agregados(as) em  domi. partic.","Conviventes em domi. partic.","Total de domicílios particulares improvisados","Total do rendimento nominal mensal dos domi. partic.","Total do rendimento nominal mensal dos domi. partic. improvisados","Domicílios particulares sem rendimento nominal mensal domiciliar per capita","DPP alugados – Não existe iluminação pública","DPP alugados – Não existe pavimentação","DPP próprios – Existe esgoto a céu aberto","DPP alugados – Existe esgoto a céu aberto","DPP que não tinham banheiro ou sanitário – Não existe iluminação pública","DPP que não tinham banheiro ou sanitário – Não existe pavimentação","DPP que não tinham banheiro ou sanitário – Não existe calçada","DPP que não tinham banheiro ou sanitário – Não existe meio-fio/guia","DPP que não tinham banheiro ou sanitário – Não existe bueiro/boca-de-lobo","DPP que não tinham banheiro ou sanitário – Não existe rampa para cadeirante","DPP que não tinham banheiro ou sanitário – Não existe arborização","DPP que não tinham banheiro ou sanitário – Existe esgoto a céu aberto","DPP que não tinham banheiro ou sanitário – Existe lixo acumulado nos logradouros","DPP com moradia adequada – Existe identificação do logradouro","DPP com moradia adequada – Não existe identificação do logradouro","DPP com moradia semi-adequada – Existe identificação do logradouro","DPP com moradia semi-adequada – Não existe identificação do logradouro","DPP com moradia inadequada –  Existe identificação do logradouro","DPP com moradia inadequada – Não existe identificação do logradouro","Moradia Adequada_V202eV203","Moradia Semi-Adequada_V204eV205","Moradia Inadequada_V206eV207","DOMICILIOS PRECARIOS","COABITACAO","ONUS EXCESSIVO","ADENSAMENTO","DEFICIT TOTAL"
"3550308005129","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11422","1","407","0","0","0","0","3","140","1831","28","0","2301","7422","177","147","1","11","4921","6515","35042","27312","1566","739","5406","19","34949","11427","6967","7762","3727","316","288","929","177","1264","36","879","52","783","77","177","5","51356225","13960","490","5","5","63","28","0","0","0","0","0","1","0","0","0","10875","75","372","0","0","0","10950","372","0","0","441","341","239","1021"
"3550308005130","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10006","3","593","0","0","0","0","0","145","1037","16","0","2856","6022","129","102","10","0","4601","5416","29310","23164","1339","592","4206","9","29220","10017","5946","6335","3046","275","204","854","126","767","27","707","26","606","66","155","11","43160228","15350","694","23","10","179","58","0","0","0","0","0","3","0","0","0","9830","77","50","0","0","0","9907","50","0","0","588","211","26","826"
"3550308005131","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11799","1","227","1","0","2","0","2","252","1669","30","0","2161","7855","168","208","1","9","5489","6316","35272","27648","1700","950","4732","29","34944","11805","6781","7020","4161","261","322","1017","189","1264","35","842","47","815","80","171","6","52406840","12290","369","23","10","55","34","0","0","0","0","0","1","1","0","0","11307","5","487","0","0","0","11312","487","0","23","709","358","115","1204"
"3550308005132","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8987","2","14","1","0","2","0","1","153","2486","31","1","957","8569","112","85","2","4","4141","4851","27472","20988","1457","698","4277","49","27387","8991","5027","5409","3060","210","300","972","185","1090","44","919","65","839","90","149","4","29244726","4130","412","0","1","22","14","0","0","0","0","0","2","0","0","0","8625","10","352","0","0","0","8635","352","0","0","623","655","166","1443"
"3550308005133","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15569","3","44","0","0","6","1","1","480","2839","74","0","2533","10416","261","237","7","1","6508","9074","49811","37674","2482","860","8701","79","49458","15574","9702","11506","5472","438","467","1230","264","1903","79","1140","46","1032","148","295","9","62868028","16110","703","41","44","148","42","1","0","1","1","1","3","3","2","1","13316","257","1687","146","0","0","13573","1833","0","0","1033","870","307","2210"
"3550308005134","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12406","5","270","1","0","0","3","7","225","3191","49","0","916","10633","147","137","10","40","5806","6600","41964","26291","3021","540","12065","47","41839","12406","7511","9306","5072","420","471","1332","189","1905","44","1568","73","1222","92","192","0","31462267","0","456","24","21","166","66","0","0","1","1","2","5","4","1","1","10164","195","1323","78","0","0","10359","1401","0","0","1076","643","345","2064"
"3550308005135","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15073","9","1006","0","0","205","7","24","207","3032","23","23","856","10058","76","1058","23","88","6492","8587","54124","25500","4429","366","23754","75","54102","15079","10028","14492","6689","741","557","871","177","2050","43","1457","33","1413","280","196","6","22801057","4530","1218","77","78","31","13","0","0","0","0","2","5","0","0","0","6389","2776","409","371","0","1","9165","780","1","48","1180","890","513","2631"
"3550308005136","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11639","7","109","2","1","3","0","2","947","2061","37","0","7018","6953","138","1271","22","6","4874","6774","42250","23251","4438","263","14263","35","41922","11648","7221","10471","5878","567","550","644","150","2204","76","1064","30","1081","123","208","9","22100849","7060","780","106","134","868","234","1","0","2","2","2","7","4","2","3","8109","1409","828","917","0","0","9518","1745","0","179","972","501","287","1940"
"3550308005137","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14778","1","80","0","0","0","3","3","181","3432","34","0","1413","11952","105","367","2","13","5596","9184","50217","28976","3759","608","16818","56","50211","14780","9336","12128","6072","573","661","930","223","2257","67","1222","61","1342","118","363","2","30714310","1650","900","49","33","454","100","0","1","0","1","0","1","1","1","0","13385","570","733","62","0","0","13955","795","0","12","1199","794","397","2403"
"3550308005138","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8811","0","264","0","0","0","0","0","95","1114","14","0","9793","4420","54","183","0","0","4240","4577","28708","16616","2239","372","9459","22","28697","8817","5496","6391","3923","298","282","717","80","1157","28","718","23","571","46","127","6","19466972","3620","475","6","30","36","14","0","0","0","0","0","0","0","0","0","8417","12","324","23","0","0","8429","347","0","0","573","332","55","960"
"3550308005139","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11559","5","336","1","0","0","2","5","98","2821","40","0","906","8972","129","343","13","12","4686","6878","39009","18642","2948","249","17097","73","38988","11564","7462","9803","5121","483","339","519","117","1446","30","818","33","854","78","319","5","18122962","5030","790","110","542","540","153","1","1","2","2","2","3","1","1","0","7478","2288","873","220","0","0","9766","1093","0","16","990","646","358","2009"
"3550308005140","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8964","6","477","0","1","0","0","0","128","1973","27","0","2034","7004","82","114","8","0","3941","5028","29598","17632","2118","390","9432","22","29593","8969","5829","7336","3372","389","278","672","114","1034","23","716","29","626","45","151","5","20379019","4200","665","108","32","135","40","0","0","0","0","2","6","2","0","0","7255","1254","323","132","0","0","8509","455","0","45","586","336","180","1147"
"3550308005141","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9509","1","37","0","0","1","0","5","273","1978","19","0","1051","6683","80","671","2","16","4401","5112","31585","18815","1960","966","9818","26","31565","9512","5786","7111","3594","329","393","969","157","1527","62","972","57","910","70","108","3","23179352","4420","461","5","11","150","30","0","0","0","0","1","1","1","0","0","8478","306","397","17","0","0","8784","414","0","15","915","516","107","1553"
"3550308005142","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10683","1","9","0","0","1","0","3","290","2087","64","0","1859","7496","243","190","4","7","5254","5436","34130","22801","2427","811","8061","30","34111","10690","6439","7411","3846","295","372","1096","168","1510","61","1024","64","911","38","172","7","29300584","12232","547","9","10","19","5","0","0","0","0","1","1","1","0","0","10286","38","214","9","0","0","10324","223","0","0","894","424","136","1453"
"3550308005143","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8475","2","460","0","1","9","88","4","138","1516","44","2","720","5474","171","1681","4","7","3276","5202","28179","17041","2386","346","8382","24","28165","8477","5294","6945","3562","295","305","491","110","1244","34","595","26","569","107","74","2","19923152","1220","466","20","2","37","20","0","0","0","0","0","1","0","0","0","5301","2239","147","104","1","0","7540","251","1","117","726","388","97","1328"
"3550308005144","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9071","2","63","0","0","8","1","7","175","1826","16","0","1017","6509","112","232","4","16","3892","5183","27599","20177","1595","727","5085","15","27552","9075","5397","6182","2938","230","283","657","132","1091","33","705","32","563","83","129","4","28529965","2500","283","5","0","82","24","0","0","0","0","0","2","0","0","1","8278","521","174","96","1","0","8799","270","1","55","540","333","139","1067"
"3550308005145","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8816","1","3","1","0","0","1","0","199","2030","34","0","1287","6815","131","101","1","0","3636","5186","27209","19364","1868","768","5179","30","27187","8821","5273","6129","2964","254","271","676","156","1048","36","700","41","636","65","109","5","25727668","8510","299","8","2","94","40","0","0","0","0","0","1","0","0","0","7778","888","39","75","1","0","8666","114","1","28","648","453","126","1255"
"3550308005146","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10758","2","342","0","0","0","0","3","129","2519","22","0","1082","8508","72","96","7","5","4570","6192","34350","21113","3307","697","9196","37","34319","10762","6381","7696","4219","378","356","742","122","1554","41","908","39","883","47","184","4","25083531","6810","480","8","3","30","17","0","0","0","0","2","2","2","0","0","10214","402","110","8","0","0","10616","118","0","44","1007","596","133","1780"
"3550308005147","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8396","1","65","0","0","0","0","2","117","1827","23","0","1802","6169","73","63","2","4","3350","5051","26584","18084","1863","926","5694","17","26535","8399","5287","6178","2815","240","224","696","152","947","22","694","34","662","96","91","3","24276913","2710","346","1","0","18","9","0","0","0","0","1","1","0","0","0","8021","301","30","0","0","0","8322","30","0","0","542","194","223","959"
"3550308005148","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13095","0","871","0","0","6","1","0","34","338","9","0","5381","5004","83","147","0","0","5904","7191","38732","24943","3712","286","9774","17","38732","13095","7366","7872","5019","370","345","841","122","1863","71","858","28","674","57","141","0","31925736","0","299","44","4","31","3","0","0","0","0","0","0","0","0","0","11907","1103","62","23","0","0","13010","85","0","0","931","257","38","1226"
"3550308005149","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9859","11","431","0","0","29","1","5","173","2262","21","0","725","7180","74","504","24","8","4056","5807","32187","18666","3387","469","9652","13","32159","9863","5943","7666","3895","336","313","659","118","1397","42","878","34","853","54","104","4","20874273","11560","295","8","4","135","78","0","0","0","0","5","5","1","0","0","8074","259","406","25","0","0","8333","431","0","72","624","617","260","1573"
"3550308005150","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15315","6","1137","0","0","0","0","1","291","3226","47","0","1842","11052","150","2742","14","1","5614","9722","51241","31110","3724","866","15480","61","51126","15336","10065","12856","5851","567","563","968","193","2078","40","1164","47","1124","103","218","21","36267268","9740","680","11","4","91","43","0","0","0","0","3","3","2","0","0","13077","666","519","24","0","0","13743","543","0","193","1076","710","320","2300"
"3550308005151","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14235","1","175","1","0","1","0","2","285","3117","51","0","1559","10722","165","87","2","14","6059","8187","45930","31178","2513","1648","10561","30","45901","14246","8939","10731","4794","534","520","1269","293","1943","58","1196","73","1082","67","136","11","33875585","7087","788","5","11","164","78","0","0","1","1","1","1","1","0","0","13458","388","370","19","0","0","13846","389","0","62","969","672","387","2090"
"3550308005152","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13217","1","104","0","0","0","0","8","604","2493","18","0","4634","8774","74","2890","1","32","5115","8106","44799","26372","2985","436","14966","40","44795","13221","9039","11885","4790","540","426","880","152","1550","26","1051","24","988","48","126","4","29518552","2820","566","12","8","319","144","0","0","0","0","0","1","0","0","0","11308","643","490","745","0","0","11951","1235","0","235","898","646","161","1940"
"3550308005153","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13426","7","373","0","0","0","0","1","404","2605","88","0","3052","8628","299","949","21","3","5368","8064","43692","31187","2401","884","9201","19","43656","13431","8625","10542","4490","413","541","1075","249","1855","77","1057","68","884","167","155","5","37322722","4630","554","0","2","92","33","0","0","0","0","1","6","0","0","0","11847","910","100","1","0","0","12757","101","0","96","1019","456","211","1783"
"3550308005154","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13263","1","109","0","0","0","3","4","333","3198","52","1","1772","10541","190","158","2","5","4953","8321","43790","27601","2785","931","12456","17","43672","13274","8676","10327","5673","619","473","747","175","1783","58","840","37","792","78","131","11","27898838","19150","719","39","23","148","46","0","0","0","0","1","1","1","0","0","12512","562","126","60","0","0","13074","186","0","52","955","659","324","1990"
"3550308005155","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11920","5","215","0","0","0","0","2","87","2650","62","40","2066","8980","221","706","16","10","5658","6270","39467","26914","2178","362","9997","16","39437","11928","7491","8430","5097","288","502","1113","193","1725","52","1253","78","1054","81","163","8","25549798","9288","686","20","15","262","18","0","0","0","0","5","5","1","0","0","10486","880","384","130","0","40","11366","514","40","209","1125","682","143","2159"
"3550308005156","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14503","9","214","0","0","3","0","7","189","3095","53","0","943","10368","172","323","25","12","6347","8160","48790","28607","3199","329","16634","21","48763","14507","9394","12071","5947","566","463","937","172","2108","56","1190","41","1042","83","169","4","26995961","2410","680","46","39","171","73","0","0","1","1","6","8","4","0","0","12320","1390","236","87","0","0","13710","323","0","22","1089","767","331","2209"
"3550308005157","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15188","3","1144","1","0","26","2","5","245","1857","46","1","4974","7933","177","1081","3","13","6712","8481","50712","27516","4324","258","18555","53","50646","15193","9690","12550","6263","650","409","920","145","2175","55","1190","43","1099","80","168","5","26988235","3600","514","13","8","551","99","0","0","1","1","1","3","2","0","0","12587","1888","475","109","1","0","14475","584","1","89","1236","658","349","2332"
"3550308005158","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8666","4","9","0","0","0","0","2","150","2298","25","0","1277","7321","90","99","10","3","3760","4906","26774","19365","1266","676","5461","6","26741","8666","5338","6007","2565","204","307","831","117","1045","29","804","50","601","29","125","0","22048947","0","339","12","0","6","8","0","0","0","0","4","4","0","0","0","7764","850","48","4","0","0","8614","52","0","0","430","494","203","1126"
"3550308005159","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13579","12","985","0","0","0","2","8","150","2669","25","0","3740","9912","98","219","24","30","6015","7572","43174","28618","2064","424","12035","33","43060","13585","8648","10427","4740","434","351","1033","172","1454","41","1061","42","774","131","158","6","32948497","2950","804","45","45","56","5","7","4","10","10","11","12","10","7","0","11064","1215","737","528","0","0","12279","1265","0","82","819","414","278","1594"
"3550308005160","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14203","4","799","0","0","0","5","2","238","3006","23","0","997","9783","76","261","9","4","5765","8440","47203","26992","2521","387","17283","20","47192","14205","9378","11819","5592","613","463","781","174","1847","36","1066","27","927","86","166","2","25863337","2500","774","1","5","238","36","0","0","0","0","1","0","0","0","0","10464","540","202","49","0","0","11004","251","0","262","1037","707","328","2333"
"3550308005161","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10783","19","1535","0","0","63","6","8","243","1820","15","21","1292","5971","50","741","48","12","4397","6387","35833","19938","2191","168","13481","50","35832","10784","7045","9240","4297","520","344","498","114","1503","38","599","11","650","46","138","1","18931591","1700","490","24","9","40","18","0","0","0","0","1","6","0","0","4","7626","420","215","17","0","0","8046","232","0","128","670","437","149","1383"
"3550308005162","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8706","2","167","0","0","0","1","2","124","2002","13","0","1234","7115","62","693","4","3","4431","4276","28376","16167","2270","682","9221","33","28347","8707","5088","5799","3784","211","318","926","121","1202","51","1006","49","845","73","145","2","23106471","2200","382","3","24","18","13","0","0","0","0","0","1","0","0","0","7308","225","332","6","0","0","7533","338","0","13","914","585","93","1605"
"3550308005163","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11362","6","1211","1","0","2","6","7","109","3489","51","0","498","11408","200","247","9","20","5135","6231","38219","17382","3821","409","16566","41","38212","11366","6692","8776","5253","601","406","745","94","1794","31","1100","24","1075","91","165","4","20670831","7700","592","50","0","342","149","0","0","0","0","4","5","1","0","0","7287","1841","655","214","0","0","9128","869","0","77","859","744","381","2061"
"3550308005164","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14365","15","314","2","0","5","223","13","178","3664","37","53","1257","12279","141","910","27","40","6839","7527","47574","23468","4179","631","19253","43","47564","14366","8502","10432","6408","603","402","1293","181","1831","50","1850","54","1313","71","204","1","28289110","6930","1257","33","37","391","175","0","0","2","2","3","11","3","1","2","11555","566","1321","177","23","13","12121","1498","36","189","918","905","484","2497"
"3550308005165","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14646","10","1414","1","2","28","0","8","113","3207","52","0","1000","11429","187","440","32","23","6385","8262","48990","20465","4997","481","22982","65","48989","14647","9056","11206","6976","805","470","825","111","2023","59","1242","36","1211","101","213","1","25824491","600","786","161","13","304","92","0","0","0","0","1","7","2","1","1","8840","963","975","472","0","0","9803","1447","0","101","1138","954","405","2598"
"3550308005166","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15461","9","396","0","0","19","1","5","260","4121","47","0","1535","14534","145","804","20","20","7001","8465","51178","24150","5576","457","20969","26","51169","15466","9142","11303","6809","562","494","1200","149","2378","55","1627","51","1578","98","229","5","27889601","4940","1144","49","37","59","29","0","0","1","1","5","5","2","1","0","12782","398","1505","67","0","0","13180","1572","0","42","1287","900","528","2756"
"3550308005167","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12174","8","1545","0","0","90","0","2","123","2700","28","0","2304","9931","110","458","14","5","5682","6495","40207","18463","3412","256","18047","29","40203","12177","7346","9155","5532","512","385","829","113","1739","31","1091","27","936","97","223","3","21364518","1562","860","66","42","168","71","0","0","0","0","6","7","6","0","0","8054","1491","747","501","0","0","9545","1248","0","39","1016","783","244","2083"
"3550308005168","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11251","4","1290","0","0","46","15","7","120","2861","59","0","523","9764","199","224","5","13","5583","5672","38788","15268","3665","259","19560","36","38780","11255","6998","9258","5345","475","365","866","94","1655","38","1170","37","985","80","160","4","15303766","4650","1176","22","28","312","79","0","1","2","1","2","2","2","1","1","6754","788","568","312","0","0","7542","880","0","17","1057","574","434","2082"
"3550308005169","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12961","6","670","0","0","8","0","0","203","1859","31","0","2777","7658","160","245","15","0","5477","7489","39944","28169","1871","1148","8737","19","39837","12966","7706","8374","4828","328","430","1062","149","1438","44","1085","36","944","99","235","5","54139652","4460","851","12","0","425","120","0","0","0","0","1","1","1","0","0","11716","102","409","1","0","0","11818","410","0","46","849","516","121","1532"
"3550308005170","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10681","4","198","0","0","0","1","3","282","1724","18","0","4165","6262","95","976","19","12","4358","6322","32885","21725","1740","712","8644","47","32848","10679","6703","7369","3675","339","264","805","135","1055","30","817","43","660","97","156","2","38545345","1400","510","2","16","123","42","0","0","0","0","3","4","0","0","1","8956","228","571","0","0","0","9184","571","0","67","585","318","171","1141"
"3550308005171","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10039","2","649","1","0","0","0","0","155","1171","25","0","3708","5406","146","259","2","0","3987","6064","29575","23015","1177","1075","4277","22","29512","10046","6240","6759","2783","296","236","648","143","882","15","650","34","504","76","145","10","53949741","17910","438","3","0","1","0","0","0","0","0","2","2","1","0","0","9405","115","199","5","0","0","9520","204","0","0","413","199","71","683"
"3550308005172","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12899","2","88","0","0","0","1","0","165","1130","17","0","3984","6946","337","105","6","0","5010","7890","38253","30196","1140","1420","5485","12","38246","12900","8200","9371","3734","351","251","751","167","857","29","668","24","545","75","206","1","85485778","650","421","71","12","123","64","0","0","0","0","1","2","0","0","0","12188","85","394","0","0","0","12273","394","0","38","517","273","49","876"
"3550308005173","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9580","0","36","0","0","2","0","0","141","701","49","0","2780","5076","376","202","0","0","3588","6000","28046","24291","446","1179","2085","16","27580","9581","6092","6708","2086","248","150","581","120","430","10","414","19","361","69","251","7","101182830","12980","526","0","1","165","9","0","0","0","0","0","0","0","0","0","9378","107","81","8","0","0","9485","89","0","69","326","131","0","526"
"3550308005174","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15794","2","309","1","1","1","0","3","242","1712","60","0","3779","9586","388","229","4","5","6847","8966","43514","37041","782","1585","4065","36","43208","15799","8968","8703","3935","318","308","1093","200","1062","34","948","53","756","98","590","7","114668561","9500","988","16","0","66","29","0","0","0","0","0","2","0","0","0","15409","169","183","0","0","0","15578","183","0","0","597","296","24","918"
"3550308005175","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15407","6","1328","0","0","10","7","2","129","4337","17","0","758","13783","59","38","15","5","6676","8739","50736","17416","3090","274","29911","45","50720","15414","9599","11773","6773","1016","281","522","79","1244","25","1492","8","1781","108","598","7","20295205","9010","870","61","0","5","0","1","0","1","1","1","1","1","0","0","616","34","29","0","0","0","650","29","0","178","721","1062","409","2370"
"3550308005176","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14447","3","1738","0","0","7","1","179","105","1190","29","2","5080","6945","563","234","11","684","5137","9317","44123","31395","1555","1223","9929","21","44103","14454","9814","11389","4000","483","179","563","130","737","11","734","20","608","83","311","7","135283608","7681","694","68","40","755","168","0","0","0","0","0","1","0","0","0","12201","67","445","4","2","0","12268","449","2","413","373","277","176","1239"
"3550308005177","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10972","2","1103","0","0","0","0","3","129","753","22","1","3621","4568","426","718","4","11","3778","7196","32156","23256","1036","780","7069","15","32059","10974","7137","8139","2819","255","217","415","103","675","24","437","15","410","54","128","2","92346114","6800","453","47","70","1224","154","0","0","0","0","0","2","0","0","0","9739","112","324","1","1","0","9851","325","1","132","207","175","0","513"
"3550308005178","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11346","3","1757","0","0","21","0","6","140","1532","31","0","2712","7631","288","161","6","12","4936","6414","35134","24749","1413","1581","7370","21","35098","11350","7357","8576","3637","298","221","644","136","801","35","746","28","700","85","242","4","81501789","3280","544","8","17","478","161","0","0","0","0","1","3","1","0","0","9352","325","522","338","0","0","9677","860","0","100","662","268","176","1206"
"3550308005179","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12019","0","770","0","0","1","0","2","364","1821","50","0","2722","7535","228","146","0","3","5291","6738","36119","26191","1413","2756","5725","21","35899","12023","7234","7796","3463","242","339","1189","197","1029","27","995","38","780","88","316","7","64446985","4550","375","5","9","92","29","0","0","0","0","0","0","0","0","0","10762","148","144","9","0","0","10910","153","0","42","670","226","116","1055"
"3550308005180","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9163","0","96","0","0","0","0","0","306","1166","22","0","2979","5261","136","126","0","0","4485","4690","26912","20218","1078","2079","3518","19","26794","9171","5440","5372","2422","213","192","1009","124","726","18","886","46","666","89","331","8","51437229","9830","261","3","11","1","1","0","0","0","0","0","0","0","0","0","8976","56","123","1","0","0","9032","124","0","80","525","169","33","808"
"3550308005181","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11293","3","2853","0","0","1","2","3","191","1546","34","1","3754","7152","134","63","10","14","5332","5960","37188","21721","2187","1052","12163","39","37134","11287","7040","7942","3907","398","315","979","122","1069","32","1493","38","1685","233","550","4","44429434","3510","480","8","51","218","78","0","0","0","0","0","0","0","0","0","7825","267","316","26","0","0","8092","342","0","73","706","341","337","1457"
